,image_name,cam,moon,celsius,fahr,date
1546,TF_ACULEI_4524_DSCF4787.jpg,1,,,,2021/06/17
1547,TF_ACULEI_3602_DSCF3820.jpg,1,,,,2021/06/15
1548,TF_ACULEI_14182_DSCF0916.jpg,6,,1°C,31°F,27/01/2023
1549,TF_ACULEI_12005_DSCF0018.jpg,,,,,
1550,TF_ACULEI_8915_DSCF0991.jpg,1,,,,2021/07/30
1551,TF_ACULEI_7706_DSCF0020.jpg,2,,,,2021/07/12
1552,TF_ACULEI_4422_DSCF4686.jpg,1,,20°C,,2021/06/17
1553,TF_ACULEI_15358_DSCF0207.jpg,6,,2°C,,04/04/2023
1554,TF_ACULEI_6408_DSCF6760.jpg,1,,20°C,,2021/06/26
1555,TF_ACULEI_3106_DSCF3156.jpg,,,,,
1556,TF_ACULEI_6430_DSCF6782.jpg,1,,21°C,,2021/06/26
1557,TF_ACULEI_6098_DSCF6414.jpg,1,,21°C,,2021/06/24
1558,TF_ACULEI_6844_DSCF7210.jpg,1,,,,2021/06/28
1559,TF_ACULEI_6031_DSCF6349.jpg,1,,20°C,,2021/06/22
1560,TF_ACULEI_14500_DSCF0074.jpg,4,,4°C,39°F,2023/02/03
1561,TF_ACULEI_1294_DSCF1164.jpg,1,,18°C,,2021/06/01
1562,TF_ACULEI_1091_DSCF0947.jpg,1,,17°C,,2021/05/27
1563,TF_ACULEI_6041_IMAG0102.jpg,,,,,
1564,TF_ACULEI_15319_IMAG0033.jpg,,,,,
1565,TF_ACULEI_12022_DSCF0019.jpg,,,,,
1566,TF_ACULEI_1884_DSCF1858.jpg,1,,15°C,,2021/06/07
1567,TF_ACULEI_11340_DSCF0003.jpg,5,,24°C,75°F,04/06/2022
1568,TF_ACULEI_6281_DSCF6624.jpg,,,,,2021/06/25
1569,TF_ACULEI_5075_DSCF5362.jpg,,,,,2021/06/20
1570,TF_ACULEI_2701_DSCF2703.jpg,1,,,,2021/06/08
1571,TF_ACULEI_445_DSCF0278.jpg,1,,11°C,,2021/05/25
1572,TF_ACULEI_783_DSCF0641.jpg,1,,15°C,,2021/05/26
1573,TF_ACULEI_5874_DSCF6193.jpg,,,20°C,,2021/06/22
1574,TF_ACULEI_10161_DSCF0011.jpg,4,,,42°F,
1575,TF_ACULEI_7554_DSCF7895.jpg,1,,21°C,,2021/07/09
1576,TF_ACULEI_10215_DSCF0055.jpg,4,,,44°F,04/01/2022
1577,TF_ACULEI_16746_DSCF0141.jpg,6,,16°C,60°F,21/09/2023
1578,TF_ACULEI_4619_DSCF4882.jpg,1,,19°C,,2021/06/18
1579,TF_ACULEI_6551_DSCF6914.jpg,1,,20°C,,2021/06/27
1580,TF_ACULEI_14311_DSCF0014.jpg,6,,0°C,32°F,30/01/2023
1581,TF_ACULEI_13571_DSCF0322.jpg,6,,1°C,33°F,18/01/2023
1582,TF_ACULEI_15119_DSCF0150.jpg,,,,,19/03/2023
1583,TF_ACULEI_16687_DSCF0187.jpg,4,,18°C,64°F,2023/09/06
1584,TF_ACULEI_12238_DSCF0065.jpg,5,,13°C,55°F,04/10/2022
1585,TF_ACULEI_16697_DSCF0086.jpg,5,,23°C,73°F,08/09/2023
1586,TF_ACULEI_507_DSCF0340.jpg,1,,11°C,,2021/05/25
1587,TF_ACULEI_5815_DSCF6134.jpg,1,,20°C,,2021/06/22
1588,TF_ACULEI_6537_DSCF6900.jpg,1,,19°C,,2021/06/27
1589,TF_ACULEI_2160_DSCF2165.jpg,1,,,,2021/06/08
1590,TF_ACULEI_3525_DSCF3743.jpg,,,,,2021/06/15
1591,TF_ACULEI_14815_DSCF0001.jpg,6,,6 °C,42°F,21/02/2023
1592,TF_ACULEI_13035_DSCF0011.jpg,4,,10°C,50°F,2022/12/26
1593,TF_ACULEI_12880_DSCF0074.jpg,CAMG,,7°C,44°F,10/12/2022
1594,TF_ACULEI_4031_DSCF4249.jpg,1,,,,2021/06/16
1595,TF_ACULEI_8976_DSCF0036.jpg,2,,,,2021/08/06
1596,TF_ACULEI_9770_DSCF0162.jpg,1,,5°C,,2021/11/20
1597,TF_ACULEI_9020_DSCF0078.jpg,2,,21°C,,2021/08/10
1598,TF_ACULEI_15940_DSCF0228.jpg,7,,10°C,50°F,26/05/2023
1599,TF_ACULEI_1617_DSCF1506.jpg,1,,15°C,,2021/06/02
1600,TF_ACULEI_1393_DSCF1297.jpg,1,,,,2021/06/01
1601,TF_ACULEI_13866_DSCF0638.jpg,6,,2°C,29°F,22/01/2023
1602,TF_ACULEI_15857_DSCF0418.jpg,4,,11°C,51°F,2023/05/18
1603,TF_ACULEI_1160_DSCF1022.jpg,1,,,,2021/05/27
1604,TF_ACULEI_12510_DSCF0584.jpg,4,,9°C,48°F,2022/11/05
1605,TF_ACULEI_10882_DSCF0002.jpg,5,,4°C,39°F,04/04/2022
1606,TF_ACULEI_15190_DSCF0022.jpg,6,,5°C,41°F,23/03/2023
1607,TF_ACULEI_9742_DSCF0095.jpg,1,,8°C,,2021/11/18
1608,TF_ACULEI_11711_DSCF0016.jpg,4,,20°C,68°F,27/07/2022
1609,TF_ACULEI_2157_DSCF2162.jpg,1,,,,2021/06/08
1610,TF_ACULEI_15487_DSCF0167.jpg,4,,10°C,50°F,2023/04/11
1611,TF_ACULEI_1208_DSCF1074.jpg,1,,16°C,,2021/05/27
1612,TF_ACULEI_3467_DSCF3685.jpg,1,,,,2021/06/15
1613,TF_ACULEI_14886_DSCF0046.jpg,4,,1°C,44°F,2023/02/26
1614,TF_ACULEI_13570_DSCF0321.jpg,6,,1°C,33°F,18/01/2023
1615,TF_ACULEI_1334_DSCF1238.jpg,1,,,,2021/06/01
1616,TF_ACULEI_9529_DSCF0373.jpg,,,,,2021/10/18
1617,TF_ACULEI_3456_DSCF3674.jpg,1,,,,2021/06/15
1618,TF_ACULEI_14738_DSCF0208.jpg,4,,,37°F,2023/02/17
1619,TF_ACULEI_10796_DSCF0238.jpg,,,,,
1620,TF_ACULEI_15620_DSCF0262.jpg,4,,15°C,59°F,2023/04/22
1621,TF_ACULEI_561_DSCF0413.jpg,1,,11°C,,2021/05/25
1622,TF_ACULEI_650_DSCF0504.jpg,1,,,,2021/05/25
1623,TF_ACULEI_4904_DSCF5184.jpg,1,,19°C,,2021/06/20
1624,TF_ACULEI_10411_DSCF0185.jpg,4,,,32°F,12/01/2022
1625,TF_ACULEI_9459_DSCF0274.jpg,1,,8°C,,2021/10/10
1626,TF_ACULEI_3647_DSCF3865.jpg,1,,20°C,,2021/06/15
1627,TF_ACULEI_551_DSCF0403.jpg,1,,117°C,,2021/05/25
1628,TF_ACULEI_5571_DSCF5893.jpg,1,,22°C,,2021/06/22
1629,TF_ACULEI_10999_DSCF0050.jpg,,,,46°F,17/04/2022
1630,TF_ACULEI_4616_DSCF4879.jpg,1,,19°C,,2021/06/18
1631,TF_ACULEI_10816_DSCF0068.jpg,,,,,18/03/2022
1632,TF_ACULEI_7792_DSCF0075.jpg,,,,,9021/07/14
1633,TF_ACULEI_10455_DSCF0262.jpg,4,,,32°F,20/01/2022
1634,TF_ACULEI_12821_DSCF0055.jpg,6,,2°C,35°F,02/12/2022
1635,TF_ACULEI_8526_DSCF0601.jpg,1,,21°C,,2021/07/28
1636,TF_ACULEI_13449_DSCF0226.jpg,6,,7°C,,16/01/2023
1637,TF_ACULEI_1288_DSCF1158.jpg,1,,18°C,,2021/06/01
1638,TF_ACULEI_2562_DSCF2565.jpg,1,,18°C,,2021/06/08
1639,TF_ACULEI_13374_DSCF0051.jpg,7,,2°C,29°F,13/01/2023
1640,TF_ACULEI_2870_DSCF2920.jpg,1,,,,2021/06/10
1641,TF_ACULEI_4784_DSCF5055.jpg,,,18°C,,2021/06/18
1642,TF_ACULEI_13483_DSCF0243.jpg,6,,,,17/01/2023
1643,TF_ACULEI_2597_DSCF2601.jpg,1,,18°C,,2021/06/08
1644,TF_ACULEI_10513_IMAG0251.jpg,,,,,
1645,TF_ACULEI_11351_DSCF0005.jpg,5,,20°C,68°F,06/06/2022
1646,TF_ACULEI_8384_DSCF0451.jpg,1,,25°C,,2021/07/24
1647,TF_ACULEI_12570_DSCF0012.jpg,,,,,
1648,TF_ACULEI_8873_DSCF0949.jpg,1,,24°C,,2021/07/30
1649,TF_ACULEI_8808_DSCF0884.jpg,1,,,,2021/07/30
1650,TF_ACULEI_6270_DSCF6613.jpg,1,,22°C,,2021/06/25
1651,TF_ACULEI_2822_DSCF2857.jpg,1,,16°C,,2021/06/10
1652,TF_ACULEI_11972_DSCF0069.jpg,,,,,
1653,TF_ACULEI_13227_DSCF0058.jpg,6,,,,07/01/2023
1654,TF_ACULEI_2154_DSCF2159.jpg,1,,18°C,,2021/06/08
1655,TF_ACULEI_2727_DSCF0219.jpg,2,,,,2021/06/08
1656,TF_ACULEI_7228_DSCF7574.jpg,,,,,2021/07/03
1657,TF_ACULEI_8082_DSCF0171.jpg,1,,25°C,,2021/07/22
1658,TF_ACULEI_14552_DSCF0092.jpg,4,,,33°F,2023/02/05
1659,TF_ACULEI_12634_IMAG0105.jpg,,,,,
1660,TF_ACULEI_2929_DSCF2979.jpg,1,,,,2021/06/10
1661,TF_ACULEI_16008_DSCF0619.jpg,4,,14°C,57°F,2023/06/01
1662,TF_ACULEI_9078_IMAG0019.jpg,,,,,
1663,TF_ACULEI_477_DSCF0310.jpg,1,,,,2021/05/25
1664,TF_ACULEI_7669_DSCF8010.jpg,1,,21°C,,2021/07/09
1665,TF_ACULEI_12602_IMAG0074.jpg,,,,,
1666,TF_ACULEI_2018_DSCF2020.jpg,1,,17°C,,2021/06/07
1667,TF_ACULEI_9418_DSCF0239.jpg,,,,,2021/10/09
1668,TF_ACULEI_998_DSCF0854.jpg,1,,16°C,,2021/05/27
1669,TF_ACULEI_12855_IMAG0641.jpg,,,,,
1670,TF_ACULEI_10381_DSCF0156.jpg,4,,2°C,29°F,09/01/2022
1671,TF_ACULEI_15950_DSCF0538.jpg,4,,13°C,55°F,2023/05/27
1672,TF_ACULEI_14491_DSCF0065.jpg,4,,3°C,37°F,2023/02/03
1673,TF_ACULEI_16404_DSCF0045.jpg,,,,,
1674,TF_ACULEI_8948_DSCF1025.jpg,1,,23°C,,2021/07/31
1675,TF_ACULEI_6970_DSCF7336.jpg,1,,19°C,,2021/06/28
1676,TF_ACULEI_9882_DSCF0296.jpg,1,,17°C,,2021/11/24
1677,TF_ACULEI_5194_DSCF5481.jpg,1,,20°C,,2021/06/20
1678,TF_ACULEI_5397_DSCF5698.jpg,1,,21°C,,2021/06/21
1679,TF_ACULEI_3764_DSCF3982.jpg,1,,,,2021/06/15
1680,TF_ACULEI_4355_DSCF4619.jpg,,,,,
1681,TF_ACULEI_13886_DSCF0658.jpg,6,,,32°F,22/01/2023
1682,TF_ACULEI_4319_DSCF4583.jpg,,,270°C,,2021/06/17
1683,TF_ACULEI_8957_DSCF0009.jpg,2,,15°C,,2021/08/03
1684,TF_ACULEI_14823_DSCF0008.jpg,4,,,42°F,2023/02/22
1685,TF_ACULEI_9581_IMAG0246.jpg,,,,,
1686,TF_ACULEI_6853_DSCF7219.jpg,1,,20°C,,2021/06/28
1687,TF_ACULEI_1998_DSCF1976.jpg,1,,18°C,,2021/06/07
1688,TF_ACULEI_1629_DSCF1518.jpg,1,,15°C,,
1689,TF_ACULEI_16114_DSCF0080.jpg,4,,15°C,59°F,2023/06/15
1690,TF_ACULEI_11828_DSCF0036.jpg,5,,19°C,66°F,10/08/2022
1691,TF_ACULEI_12277_DSCF0087.jpg,5,,9°C,,07/10/2022
1692,TF_ACULEI_4227_DSCF4491.jpg,1,,20°C,,2021/06/17
1693,TF_ACULEI_15719_DSCF0128.jpg,4,,12°C,53°F,2023/05/03
1694,TF_ACULEI_3426_DSCF3644.jpg,,,,,2021/06/15
1695,TF_ACULEI_7079_DSCF0009.jpg,1,,18°C,,2021/06/30
1696,TF_ACULEI_14149_DSCF0886.jpg,6,,,32°F,26/01/2023
1697,TF_ACULEI_14422_DSCF0097.jpg,6,,,32°F,31/01/2023
1698,TF_ACULEI_14980_DSCF0097.jpg,4,,9°C,48°F,2023/03/08
1699,TF_ACULEI_10793_DSCF0057.jpg,,,1°C,33°F,16/03/2022
1700,TF_ACULEI_9041_IMAG0056.jpg,,,,,
1701,TF_ACULEI_16725_DSCF0103.jpg,6,,19°C,66°F,17/09/2023
1702,TF_ACULEI_11057_DSCF0021.jpg,7,,,46°F,30/04/2022
1703,TF_ACULEI_4378_DSCF4642.jpg,,,,,2021/06/17
1704,TF_ACULEI_4362_DSCF4626.jpg,1,,,,2021/06/17
1705,TF_ACULEI_3875_DSCF4093.jpg,1,,,,2021/06/16
1706,TF_ACULEI_3536_DSCF3754.jpg,,,,,
1707,TF_ACULEI_14648_DSCF0234.jpg,6,,,32°F,11/02/2023
1708,TF_ACULEI_560_DSCF0412.jpg,1,,11°C,,2021/05/25
1709,TF_ACULEI_16721_DSCF0095.jpg,6,,19°C,66°F,17/09/2023
1710,TF_ACULEI_482_DSCF0315.jpg,1,,11°C,,
1711,TF_ACULEI_15848_DSCF0153.jpg,7,,10°C,50°F,18/05/2023
1712,TF_ACULEI_12353_DSCF0121.jpg,5,,10°C,50°F,14/10/2022
1713,TF_ACULEI_287_DSCF0061.jpg,,,,,2021/05/18
1714,TF_ACULEI_2254_DSCF2264.jpg,1,,18°C,,2021/06/08
1715,TF_ACULEI_10596_DSCF0001.jpg,5,,2°C,29°F,10/02/2022
1716,TF_ACULEI_14992_IMAG0118.jpg,,,,,
1717,TF_ACULEI_9162_DSCF0018.jpg,1,,,,2021/09/09
1718,TF_ACULEI_1531_DSCF1420.jpg,,,,,2021/06/02
1719,TF_ACULEI_8721_DSCF0802.jpg,1,,21°C,,2021/07/28
1720,TF_ACULEI_16171_DSCF0716.jpg,5,,28°C,82°F,22/06/2023
1721,TF_ACULEI_3936_DSCF4154.jpg,1,,,,2021/06/16
1722,TF_ACULEI_12275_DSCF0080.jpg,5,,11°C,51°F,07/10/2022
1723,TF_ACULEI_6948_DSCF7314.jpg,1,,19°C,,2021/06/28
1724,TF_ACULEI_6283_DSCF6626.jpg,1,,22°C,,2021/06/25
1725,TF_ACULEI_4023_DSCF4241.jpg,1,,,,2021/06/16
1726,TF_ACULEI_11058_DSCF0070.jpg,5,,6°C,42°F,30/04/2022
1727,TF_ACULEI_8525_DSCF0600.jpg,1,,21°C,,2021/07/28
1728,TF_ACULEI_15361_DSCF0048.jpg,5,,2°C,,04/04/2023
1729,TF_ACULEI_3793_DSCF4011.jpg,1,,,,2021/06/16
1730,TF_ACULEI_6377_DSCF6720.jpg,1,,,,2021/06/25
1731,TF_ACULEI_5903_DSCF6222.jpg,1,,20°C,,2021/06/22
1732,TF_ACULEI_2605_DSCF2609.jpg,,,18°C,,2021/06/08
1733,TF_ACULEI_6082_DSCF6398.jpg,1,,21°C,,2021/06/24
1734,TF_ACULEI_196_IMAG0018.jpg,,,,,
1735,TF_ACULEI_5220_DSCF5507.jpg,,,20°C,,2021/06/20
1736,TF_ACULEI_12090_DSCF0006.jpg,7,,10°C,,27/09/2022
1737,TF_ACULEI_3089_DSCF3139.jpg,1,,,,2021/06/10
1738,TF_ACULEI_16570_DSCF0014.jpg,4,,23°C,73°F,2023/08/16
1739,TF_ACULEI_5691_DSCF6013.jpg,1,,,,2021/06/22
1740,TF_ACULEI_15189_DSCF0021.jpg,6,,,41°F,23/03/2023
1741,TF_ACULEI_7555_DSCF7896.jpg,1,,21°C,,2021/07/09
1742,TF_ACULEI_4970_DSCF5250.jpg,1,,20°C,,2021/06/20
1743,TF_ACULEI_9814_IMAG0060.jpg,,,,,
1744,TF_ACULEI_13634_DSCF0386.jpg,6,,,32°F,19/01/2023
1745,TF_ACULEI_14764_IMAG0346.jpg,,,,,
1746,TF_ACULEI_8734_DSCF0810.jpg,1,,,,2021/07/30
1747,TF_ACULEI_9803_DSCF0196.jpg,1,,5°C,,2021/11/20
1748,TF_ACULEI_6726_DSCF7092.jpg,1,,20°C,,2021/06/28
1749,TF_ACULEI_7558_DSCF7899.jpg,1,,21°C,,2021/07/09
1750,TF_ACULEI_7357_DSCF7703.jpg,1,,20°C,,2021/07/03
1751,TF_ACULEI_6364_DSCF6707.jpg,1,,,,2021/06/25
1752,TF_ACULEI_4220_DSCF4484.jpg,1,,19°C,,2021/06/17
1753,TF_ACULEI_16677_DSCF0155.jpg,4,,18°C,64°F,2023/09/04
1754,TF_ACULEI_5755_DSCF6077.jpg,1,,21°C,,2021/06/22
1755,TF_ACULEI_12763_DSCF0265.jpg,4,,,32°F,2022/11/24
1756,TF_ACULEI_8782_DSCF0858.jpg,1,,25°C,,2021/07/30
1757,TF_ACULEI_9129_IMAG0006.jpg,,,,,
1758,TF_ACULEI_13582_DSCF0340.jpg,6,,1°C,31°F,19/01/2023
1759,TF_ACULEI_11255_DSCF0066.jpg,5,,9°C,48°F,20/05/2022
1760,TF_ACULEI_13369_DSCF0216.jpg,4,,1°C,31°F,2023/01/13
1761,TF_ACULEI_15651_DSCF0051.jpg,4,,10°C,50°F,2023/04/27
1762,TF_ACULEI_452_DSCF0285.jpg,1,,11°C,,2021/05/25
1763,TF_ACULEI_12992_DSCF0407.jpg,5,,5°C,41°F,22/12/2022
1764,TF_ACULEI_15052_DSCF0142.jpg,4,,,41°F,2023/03/15
1765,TF_ACULEI_10044_DSCF0500.jpg,1,,6°C,,2021/12/08
1766,TF_ACULEI_204_IMAG0043.jpg,,,,,
1767,TF_ACULEI_3528_DSCF3746.jpg,1,,,,2021/06/15
1768,TF_ACULEI_14709_DSCF0195.jpg,4,,,42°F,2023/02/15
1769,TF_ACULEI_4839_DSCF5110.jpg,1,,18°C,,2021/06/18
1770,TF_ACULEI_16730_DSCF0117.jpg,6,,19°C,66°F,19/09/2023
1771,TF_ACULEI_13301_DSCF0134.jpg,6,,5°C,23°F,11/01/2023
1772,TF_ACULEI_4376_DSCF4640.jpg,1,,,,2021/06/17
1773,TF_ACULEI_10002_IMAG0090.jpg,,,,,
1774,TF_ACULEI_15039_DSCF0075.jpg,5,,9°C,48°F,13/03/2023
1775,TF_ACULEI_14553_DSCF0093.jpg,4,,,33°F,2023/02/05
1776,TF_ACULEI_2091_DSCF2096.jpg,1,,,,2021/06/08
1777,TF_ACULEI_10441_IMAG0204.jpg,,,,,
1778,TF_ACULEI_13681_DSCF0438.jpg,6,,,32°F,20/01/2023
1779,TF_ACULEI_7162_DSCF7508.jpg,1,,19°C,,2021/07/03
1780,TF_ACULEI_10251_IMAG0042.jpg,,,,,
1781,TF_ACULEI_1154_DSCF1008.jpg,1,,17°C,,2021/05/27
1782,TF_ACULEI_703_DSCF0557.jpg,1,,11°C,,
1783,TF_ACULEI_4226_DSCF4490.jpg,,,,,2021/06/17
1784,TF_ACULEI_14710_DSCF0196.jpg,4,,,42°F,2023/02/15
1785,TF_ACULEI_8715_DSCF0796.jpg,1,,22°C,,2021/07/28
1786,TF_ACULEI_4338_DSCF4602.jpg,,,,,2021/06/17
1787,TF_ACULEI_5158_DSCF5445.jpg,1,,,,2021/06/20
1788,TF_ACULEI_15578_DSCF0108.jpg,5,,9°C,48°F,18/04/2023
1789,TF_ACULEI_3297_DSCF3383.jpg,,,,,2021/06/14
1790,TF_ACULEI_13761_DSCF0541.jpg,6,,,32°F,21/01/2023
1791,TF_ACULEI_1760_DSCF1682.jpg,1,,17°C,,2021/06/04
1792,TF_ACULEI_10524_IMAG0273.jpg,,,,,
1793,TF_ACULEI_11361_DSCF0017.jpg,,,821°C,69°F,06/06/2022
1794,TF_ACULEI_5005_DSCF5292.jpg,1,,20°C,,2021/06/20
1795,TF_ACULEI_13859_DSCF0631.jpg,6,,2°C,29°F,22/01/2023
1796,TF_ACULEI_10587_DSCF0025.jpg,,,,,
1797,TF_ACULEI_12872_DSCF0249.jpg,5,,12°C,53°F,10/12/2022
1798,TF_ACULEI_5528_DSCF5850.jpg,1,,22°C,,2021/06/22
1799,TF_ACULEI_15532_DSCF0205.jpg,4,,,41°F,2023/04/14
1800,TF_ACULEI_6465_DSCF6817.jpg,1,,,,2021/06/26
1801,TF_ACULEI_15183_DSCF0015.jpg,6,,5°C,41°F,23/03/2023
1802,TF_ACULEI_4079_DSCF4298.jpg,1,,17°C,,2021/06/16
1803,TF_ACULEI_15958_DSCF0564.jpg,4,,13°C,55°F,2023/05/28
1804,TF_ACULEI_13383_DSCF0203.jpg,6,,6°C,42°F,13/01/2023
1805,TF_ACULEI_14646_DSCF0232.jpg,6,,,32°F,11/02/2023
1806,TF_ACULEI_10158_DSCF0008.jpg,4,,,42°F,
1807,TF_ACULEI_1485_DSCF1385.jpg,,,,,2021/06/01
1808,TF_ACULEI_10302_IMAG0100.jpg,,,,,
1809,TF_ACULEI_8606_DSCF0687.jpg,1,,22°C,,2021/07/28
1810,TF_ACULEI_1873_DSCF1847.jpg,1,,,,2021/06/07
1811,TF_ACULEI_10362_IMAG0115.jpg,,,,,
1812,TF_ACULEI_8186_DSCF0275.jpg,1,,25°C,,2021/07/22
1813,TF_ACULEI_3587_DSCF3805.jpg,1,,20 °C,,2021/06/15
1814,TF_ACULEI_15079_DSCF0122.jpg,6,,2°C,29°F,17/03/2023
1815,TF_ACULEI_8195_DSCF0284.jpg,,,25°C,,2021/07/22
1816,TF_ACULEI_1480_DSCF1381.jpg,1,,,,2021/06/01
1817,TF_ACULEI_16316_DSCF0291.jpg,4,,19°C,66°F,2023/07/10
1818,TF_ACULEI_12301_DSCF0095.jpg,,,10°C,50°F,09/10/2022
1819,TF_ACULEI_4968_DSCF5248.jpg,1,,20°C,,2021/06/20
1820,TF_ACULEI_16306_DSCF0275.jpg,4,,20°C,68°F,2023/07/09
1821,TF_ACULEI_8072_DSCF0161.jpg,1,,25°C,,2021/07/22
1822,TF_ACULEI_11599_DSCF0037.jpg,4,,26°C,78°F,14/07/2022
1823,TF_ACULEI_1430_DSCF1334.jpg,1,,,,2021/06/01
1824,TF_ACULEI_11744_DSCF0051.jpg,4,,,,
1825,TF_ACULEI_15732_DSCF0153.jpg,4,,13°C,55°F,2023/05/06
1826,TF_ACULEI_5151_DSCF5438.jpg,1,,21°C,,2021/06/20
1827,TF_ACULEI_9308_DSCF0106.jpg,1,,11°C,,2021/09/24
1828,TF_ACULEI_14820_DSCF0003.jpg,4,,,44°F,2023/02/21
1829,TF_ACULEI_2431_DSCF2441.jpg,1,,18°C,,2021/06/08
1830,TF_ACULEI_7685_DSCF8026.jpg,1,,,,2021/07/09
1831,TF_ACULEI_4142_DSCF4403.jpg,,,,,2021/06/17
1832,TF_ACULEI_751_DSCF0605.jpg,1,,11°C,,2021/05/26
1833,TF_ACULEI_1667_DSCF1556.jpg,1,,,,2021/06/02
1834,TF_ACULEI_9765_DSCF0120.jpg,1,,8°C,,2021/11/18
1835,TF_ACULEI_12011_DSCF0018.jpg,7,,18°C,64°F,16/09/2022
1836,TF_ACULEI_5191_DSCF5478.jpg,,,20°C,,2021/06/20
1837,TF_ACULEI_13732_DSCF0502.jpg,6,,,32°F,20/01/2023
1838,TF_ACULEI_14127_DSCF0171.jpg,5,,,32°F,26/01/2023
1839,TF_ACULEI_5857_DSCF6176.jpg,CAMi,,20°C,,2021/06/22
1840,TF_ACULEI_6814_DSCF7180.jpg,1,,20°C,,2021/06/28
1841,TF_ACULEI_14314_DSCF0017.jpg,6,,,32°F,30/01/2023
1842,TF_ACULEI_4373_DSCF4637.jpg,1,,,,2021/06/17
1843,TF_ACULEI_13011_DSCF0436.jpg,5,,10°C,50°F,24/12/2022
1844,TF_ACULEI_15671_DSCF0007.jpg,CAMG,,16°C,60°F,29/04/2023
1845,TF_ACULEI_6409_DSCF6761.jpg,1,,20°C,,2021/06/26
1846,TF_ACULEI_11961_DSCF0065.jpg,5,,18°C,64°F,02/09/2022
1847,TF_ACULEI_10746_DSCF0171.jpg,,,,,
1848,TF_ACULEI_11523_DSCF0017.jpg,5,,23°C,73°F,29/06/2022
1849,TF_ACULEI_14995_DSCF0085.jpg,6,,10°C,50°F,10/03/2023
1850,TF_ACULEI_10067_DSCF0523.jpg,1,,6°C,,2021/12/08
1851,TF_ACULEI_3472_DSCF3690.jpg,1,,20°C,,2021/06/15
1852,TF_ACULEI_13876_DSCF0296.jpg,4,,3°C,27°F,2023/01/22
1853,TF_ACULEI_2910_DSCF2960.jpg,1,,,,2021/06/10
1854,TF_ACULEI_14625_IMAG0298.jpg,,,,,
1855,TF_ACULEI_2586_DSCF2590.jpg,,,,,2021/06/08
1856,TF_ACULEI_14269_DSCF0999.jpg,6,,4°C,25°F,29/01/2023
1857,TF_ACULEI_110_DSCF0280.jpg,7,,17°C,62°F,25/01/2021
1858,TF_ACULEI_9950_DSCF0364.jpg,1,,,,2021/11/24
1859,TF_ACULEI_6868_DSCF7234.jpg,1,,20°C,,2021/06/28
1860,TF_ACULEI_2371_DSCF2381.jpg,,,,,2021/06/08
1861,TF_ACULEI_15292_DSCF0053.jpg,4,,11°C,51°F,2023/03/30
1862,TF_ACULEI_10369_IMAG0125.jpg,,,,,
1863,TF_ACULEI_2302_DSCF2312.jpg,,,,,
1864,TF_ACULEI_5967_DSCF6286.jpg,1,,20°C,,2021/06/22
1865,TF_ACULEI_774_DSCF0626.jpg,1,,,,2021/05/26
1866,TF_ACULEI_9473_DSCF0288.jpg,1,,,,2021/10/11
1867,TF_ACULEI_3369_DSCF0292.jpg,2,,,,2021/06/15
1868,TF_ACULEI_11944_DSCF0038.jpg,7,,18°C,64°F,31/08/2022
1869,TF_ACULEI_6682_DSCF7045.jpg,1,,19°C,,2021/06/27
1870,TF_ACULEI_14261_DSCF0988.jpg,6,,4°C,25°F,29/01/2023
1871,TF_ACULEI_14125_DSCF0169.jpg,5,,0°C,32°F,26/01/2023
1872,TF_ACULEI_13753_DSCF0530.jpg,6,,,32°F,21/01/2023
1873,TF_ACULEI_15694_DSCF0095.jpg,4,,14°C,57°F,2023/05/02
1874,TF_ACULEI_10519_DSCF0351.jpg,4,,3°C,27°F,29/01/2022
1875,TF_ACULEI_12824_DSCF0332.jpg,4,,2°C,35°F,2022/12/02
1876,TF_ACULEI_14644_DSCF0143.jpg,4,,5°C,23°F,2023/02/11
1877,TF_ACULEI_8640_DSCF0721.jpg,1,,21°C,,2021/07/28
1878,TF_ACULEI_6067_DSCF6383.jpg,1,,20°C,,2021/06/24
1879,TF_ACULEI_15931_DSCF0523.jpg,4,,16°C,60°F,2023/05/24
1880,TF_ACULEI_15636_DSCF0015.jpg,4,,9°C,48°F,2023/04/24
1881,TF_ACULEI_12104_DSCF0022.jpg,7,,9°C,48°F,28/09/2022
1882,TF_ACULEI_1187_DSCF1053.jpg,1,,16°C,,2021/05/27
1883,TF_ACULEI_2446_DSCF2456.jpg,1,,18°C,,2021/06/08
1884,TF_ACULEI_12607_IMAG0080.jpg,,,,,
1885,TF_ACULEI_4870_DSCF0358.jpg,2,,,,
1886,TF_ACULEI_12614_DSCF0196.jpg,4,,11°C,51°F,2022/11/18
1887,TF_ACULEI_1587_DSCF1476.jpg,1,,,,2021/06/02
1888,TF_ACULEI_13427_IMAG0094.jpg,,,,,
1889,TF_ACULEI_3495_DSCF3713.jpg,1,,270°C,,2021/06/15
1890,TF_ACULEI_13767_DSCF0127.jpg,5,,,32°F,21/01/2023
1891,TF_ACULEI_1250_DSCF1120.jpg,1,,18°C,,2021/06/01
1892,TF_ACULEI_3290_DSCF3374.jpg,,,,,2021/06/14
1893,TF_ACULEI_6865_DSCF7231.jpg,1,,,,2021/06/28
1894,TF_ACULEI_8240_DSCF0329.jpg,1,,25°C,,2021/07/22
1895,TF_ACULEI_3615_DSCF3833.jpg,1,,,,2021/06/15
1896,TF_ACULEI_3856_DSCF4074.jpg,1,,,,2021/06/16
